Client_ID,Total_Value,Frequency,LatestInvoiceDate,Recency
15333,1028.56,1,2011-05-15 13:27:00,208
15334,350.82,3,2011-07-06 11:22:00,157
15335,170.22,1,2011-10-17 12:50:00,54
15336,240.5,1,2010-11-03 12:39:00,402
15337,373.02,1,2010-10-24 15:29:00,411
15338,277.93,1,2010-01-31 14:25:00,677
15339,1821.02,7,2011-10-04 12:51:00,66
15340,105.5,1,2010-05-27 10:27:00,562
15341,2402.7200000000003,2,2011-09-20 09:40:00,81
15342,406.09,1,2011-08-02 10:19:00,130
15343,364.5,1,2011-09-13 13:55:00,87
15344,563.94,3,2011-12-09 10:45:00,1
15345,393.54,1,2011-10-25 11:28:00,46
15346,596.12,3,2011-01-11 11:18:00,333
15347,1162.0,4,2010-12-08 15:25:00,366
15348,158.04,1,2011-09-28 13:17:00,72
15349,463.90999999999997,2,2011-07-04 16:06:00,158
15350,547.6,2,2010-12-01 13:33:00,373
15351,3430.22,10,2011-11-27 12:52:00,12
15352,111.15,1,2010-06-09 11:28:00,549
15353,2794.4700000000003,7,2011-03-30 12:15:00,255
15354,284.4,3,2010-04-15 16:24:00,603
15355,277.05,2,2011-11-10 13:44:00,29
15356,3239.57,13,2011-11-08 13:11:00,31
15358,16425.86,42,2011-12-05 09:04:00,5
15359,181.35,8,2010-02-15 10:47:00,663
15360,427.93,1,2011-10-31 09:35:00,40
15361,689.07,4,2010-12-13 09:52:00,362
15362,613.08,2,2010-09-17 10:37:00,449
15363,678.11,2,2010-12-02 12:28:00,373
15364,913.19,2,2011-09-05 09:46:00,96
15365,4557.13,13,2011-11-14 08:29:00,26
15366,2389.08,7,2011-09-25 15:01:00,75
15367,5081.33,11,2011-10-13 14:13:00,57
15368,722.74,2,2011-11-18 14:42:00,21
15369,6251.26,11,2010-08-04 13:54:00,492
15370,3739.01,8,2011-10-30 10:58:00,41
15371,59.400000000000006,1,2010-02-15 13:14:00,662
15372,6017.06,8,2011-07-25 16:39:00,137
15373,3084.54,17,2011-12-01 15:05:00,8
15374,307.32,2,2011-08-03 09:59:00,129
15375,60.959999999999994,1,2010-01-18 15:38:00,690
15376,1221.56,3,2011-10-30 15:04:00,40
15377,1211.75,4,2010-11-22 08:55:00,383
15378,246.5,2,2010-09-03 11:30:00,463
15379,4877.84,8,2011-06-23 13:13:00,169
15380,3248.96,11,2011-12-01 12:13:00,9
15381,1890.5700000000002,5,2011-05-10 11:55:00,214
15382,13733.550000000001,12,2011-11-25 10:58:00,15
15384,2027.79,4,2011-06-23 10:57:00,170
15385,942.08,3,2011-10-30 15:11:00,40
15386,394.14,1,2011-06-06 13:47:00,186
15387,468.65,1,2010-08-04 16:05:00,492
15388,140.54,1,2011-03-14 13:53:00,270
15389,2733.8,5,2011-06-20 16:18:00,172
15390,1216.66,2,2010-11-08 15:19:00,396
15391,289.87,1,2010-05-04 15:04:00,584
15392,2911.62,7,2011-12-05 11:01:00,5
15393,891.34,5,2011-11-23 16:48:00,16
15394,5286.8,11,2011-11-30 11:49:00,10
15395,107.45,1,2011-01-18 12:40:00,326
15396,796.38,2,2011-08-19 10:56:00,113
15397,94.0,1,2011-02-23 09:25:00,290
15398,1345.53,2,2011-11-23 16:47:00,16
15399,815.77,3,2011-12-08 13:04:00,1
15400,1302.3,8,2011-09-08 13:57:00,92
15401,216.95000000000002,2,2010-09-13 13:42:00,452
15402,1830.54,6,2011-07-14 12:17:00,149
15403,170.88,2,2010-08-05 12:21:00,492
15404,257.06,1,2010-11-29 11:03:00,376
15405,659.84,2,2011-06-03 14:44:00,189
15406,975.87,4,2011-11-08 13:22:00,31
15407,1046.74,4,2011-11-06 11:55:00,34
15408,267.18,1,2011-03-20 15:02:00,264
15409,131.25,1,2009-12-18 15:35:00,721
15410,4685.72,10,2011-09-16 14:47:00,84
15411,1348.93,4,2011-11-13 15:19:00,26
15412,190.53,1,2011-06-21 15:24:00,171
15413,6798.72,5,2010-01-17 11:33:00,692
15414,774.9000000000001,3,2011-11-30 09:50:00,10
15415,559.61,1,2011-01-30 14:13:00,313
15416,4572.82,7,2011-10-06 09:38:00,65
15417,508.8,1,2011-09-15 15:26:00,85
15418,449.42,2,2010-10-10 13:38:00,425
15419,135.86,1,2011-11-15 09:23:00,25
15420,743.0,6,2010-10-01 15:46:00,434
15421,3805.34,10,2011-10-12 09:20:00,59
15422,1619.97,7,2011-01-20 16:17:00,323
15423,266.89,3,2011-11-01 14:01:00,38
15424,597.78,3,2011-03-30 13:02:00,254
15425,1941.1200000000001,4,2010-11-04 18:13:00,400
15426,2156.35,9,2011-11-20 15:36:00,19
15427,1430.54,3,2011-11-06 14:29:00,33
15428,762.75,4,2011-11-24 16:54:00,15
15429,397.35,2,2011-11-13 12:28:00,27
15430,954.75,2,2010-08-29 10:42:00,468
15431,153.24,1,2010-07-25 12:44:00,503
15432,320.76,2,2011-11-16 16:30:00,23
15433,533.3,2,2011-05-10 10:45:00,214
15434,2567.06,11,2011-12-01 13:33:00,8
15435,149.29,1,2011-11-17 16:39:00,22
15436,1067.75,3,2011-11-27 16:05:00,12
15437,393.45,2,2011-03-22 13:11:00,262
15438,156.57999999999998,1,2011-07-31 14:19:00,131
15439,1269.05,4,2010-10-31 10:38:00,405
15440,383.68,3,2011-10-16 12:16:00,55
15441,1254.21,3,2010-11-08 15:50:00,396
15442,594.0,1,2011-04-05 12:24:00,249
15443,5114.23,14,2011-12-08 10:40:00,2
15444,1411.21,2,2011-11-30 17:37:00,9
15445,284.5,2,2011-03-20 15:06:00,264
15446,399.75,3,2010-11-28 11:59:00,377
15447,492.88,5,2011-01-13 11:26:00,331
15448,788.81,2,2011-01-31 10:42:00,313
15449,974.52,3,2011-11-13 15:02:00,26
15450,429.84,1,2011-11-09 17:11:00,30
15451,226.86,2,2010-10-01 13:40:00,434
15452,1785.1100000000001,6,2011-11-10 12:13:00,30
15453,1371.77,7,2011-12-08 10:59:00,2
15454,305.99,2,2010-12-12 14:21:00,362
15455,38.25,1,2010-04-21 12:43:00,598
15456,2091.52,10,2011-03-01 13:51:00,283
15457,237.07,1,2011-03-22 15:31:00,262
15458,370.43999999999994,2,2011-11-14 13:08:00,25
15459,202.82999999999998,2,2010-10-18 15:25:00,417
15460,214.26,1,2010-12-20 16:08:00,354
15461,429.7,2,2010-09-05 12:31:00,461
15462,737.05,4,2011-09-06 13:11:00,94
15463,126.14,1,2011-11-10 12:57:00,29
15464,1044.65,1,2011-01-05 15:56:00,338
15465,12100.4,32,2011-11-20 10:11:00,20
15466,1560.46,4,2011-09-15 14:08:00,85
15467,524.88,3,2011-11-30 14:17:00,9
15468,1430.48,3,2011-10-19 13:49:00,51
15469,874.25,3,2011-10-20 16:21:00,50
15470,63.419999999999995,1,2010-05-13 09:35:00,576
15471,1292.01,3,2011-12-07 14:12:00,2
15472,371.56,1,2011-08-18 15:17:00,113
15473,2046.0,8,2011-11-25 15:15:00,14
15474,150.35,1,2010-04-23 11:14:00,596
15475,454.10999999999996,1,2011-09-23 15:20:00,77
15476,2209.98,4,2010-11-24 15:17:00,380
15477,368.4,1,2010-02-28 10:37:00,650
15478,1983.48,3,2011-10-30 14:19:00,40
15479,147.4,1,2009-12-06 15:08:00,733
15480,6279.0,5,2011-08-15 14:32:00,116
15481,1993.34,1,2010-11-03 14:52:00,401
15482,14417.36,19,2011-11-24 10:46:00,16
15483,817.8199999999999,10,2011-07-01 13:07:00,161
15484,4652.1,6,2011-12-08 15:03:00,1
15485,4810.92,7,2011-11-09 14:31:00,30
15486,102.0,1,2010-06-30 13:15:00,527
15487,231.32,1,2010-01-29 12:07:00,680
15488,431.92,5,2011-09-08 10:11:00,93
15489,2419.61,8,2011-11-17 08:53:00,23
15490,210.85,1,2010-10-05 13:11:00,430
15491,3100.09,6,2011-09-05 15:56:00,95
15492,659.4599999999999,2,2011-11-11 14:53:00,28
15493,4121.68,9,2011-11-07 12:04:00,33
15494,3702.6,5,2011-11-18 14:51:00,21
15495,246.5,1,2010-11-25 13:46:00,379
15496,146.14000000000001,1,2010-03-18 13:16:00,631
15497,8657.39,9,2011-11-22 11:51:00,18
15498,24972.86,44,2011-12-07 12:48:00,3
15499,158.65,1,2009-12-16 12:17:00,724
15500,1131.56,4,2011-12-01 13:47:00,8
15501,399.95,2,2010-10-31 11:15:00,405
15502,13003.869999999999,14,2011-11-24 12:48:00,16
15503,257.3,2,2010-12-12 10:57:00,363
15504,402.7,4,2011-09-19 13:45:00,81
15505,3610.96,5,2011-10-18 07:56:00,53
15506,2030.33,6,2011-11-17 12:11:00,23
15507,475.86,1,2011-06-21 11:19:00,172
15508,1000.27,6,2011-06-03 15:43:00,189
15509,152.41,1,2010-11-24 14:48:00,380
15510,250.0,1,2011-01-13 12:10:00,331
15511,900.53,5,2011-11-28 09:43:00,12
15512,331.58,4,2011-07-07 10:20:00,156
15513,26437.05,35,2011-11-06 14:36:00,33
15514,6392.06,18,2011-11-27 14:40:00,12
15515,171.81,1,2010-11-17 13:39:00,387
15516,62.43,3,2011-10-26 10:51:00,45
15517,267.03,1,2011-04-20 14:02:00,233
15518,4189.99,15,2011-10-06 13:05:00,64
15519,344.61,2,2010-11-21 14:35:00,383
15520,343.5,1,2011-12-08 10:58:00,2
15521,7098.24,16,2011-10-30 13:42:00,40
15522,397.99,2,2011-11-07 11:26:00,33
15523,17259.19,16,2011-09-16 16:29:00,84
15524,591.4,2,2011-11-15 12:09:00,25
15525,890.22,4,2011-12-07 14:43:00,2
15526,148.44,2,2011-11-06 15:04:00,33
15527,5554.89,23,2011-11-21 12:17:00,19
15528,229.33,1,2011-03-30 16:14:00,254
15529,4783.66,12,2011-11-17 11:29:00,23
15530,1808.68,5,2011-11-18 12:25:00,22
15531,1972.39,2,2011-12-01 18:43:00,8
15532,3738.85,10,2011-11-14 14:51:00,25
15533,807.57,3,2011-11-20 15:35:00,19
15534,162.25,1,2009-12-14 12:48:00,726
15535,1044.3700000000001,6,2011-06-19 16:02:00,173
15536,259.09,1,2010-10-26 16:31:00,409
15537,110.92,1,2011-06-29 13:10:00,163
15538,3358.3999999999996,6,2010-06-20 10:49:00,538
15539,538.46,1,2011-12-02 13:36:00,7
15540,460.68,2,2011-11-28 13:51:00,11
15541,85.13000000000001,1,2011-08-17 14:58:00,114
15542,855.71,3,2010-07-15 13:32:00,512
15543,242.26,2,2011-02-24 15:26:00,288
15544,7807.89,20,2011-11-30 16:43:00,9
15545,288.96999999999997,2,2011-10-16 13:24:00,54
15546,1079.1000000000001,2,2010-04-12 11:51:00,607
15547,10057.05,26,2011-12-02 12:52:00,7
15548,158.09,1,2010-04-23 12:20:00,596
15549,2334.16,8,2011-09-23 16:22:00,77
15550,2211.05,12,2011-12-05 15:38:00,4
15551,1679.81,7,2011-11-03 12:37:00,37
15552,252.52,2,2011-05-06 14:47:00,217
15553,428.93,1,2011-10-10 14:02:00,60
15554,217.2,1,2011-03-07 09:00:00,278
15555,11243.91,36,2011-11-27 16:19:00,12
15556,279.77,1,2011-11-15 16:08:00,24
15557,468.91,1,2011-11-11 12:46:00,29
15558,202.68,1,2010-03-10 15:25:00,639
15559,1109.4,1,2010-05-20 14:06:00,568
15560,153.52,2,2010-11-07 10:15:00,398
15561,1934.3899999999999,8,2011-11-28 11:07:00,12
15562,671.4300000000001,3,2010-12-23 09:55:00,352
15563,2859.46,7,2011-11-17 14:50:00,22
15564,70.74000000000001,2,2010-09-02 15:52:00,463
15565,173.16,2,2011-10-20 14:33:00,50
15566,227.87,2,2010-11-12 12:11:00,393
15567,186.01,1,2011-11-21 10:48:00,19
15568,758.29,3,2011-12-07 11:27:00,3
15569,3583.45,10,2011-08-28 10:15:00,104
15570,8736.49,25,2011-12-02 14:47:00,7
15571,3892.35,14,2011-11-28 10:02:00,12
15572,3965.2,10,2011-12-05 10:09:00,5
15573,1188.42,5,2011-11-08 11:38:00,32
15574,1101.44,6,2011-06-15 12:01:00,178
15575,30.1,1,2010-03-30 12:50:00,620
15576,921.37,1,2011-11-02 12:03:00,38
15577,396.03000000000003,5,2011-07-11 17:03:00,151
15578,127.1,1,2011-06-30 13:03:00,162
15579,1250.63,5,2011-10-02 12:45:00,69
15580,1375.39,8,2010-11-28 11:00:00,377
15581,7480.4,38,2011-08-11 09:38:00,121
15582,682.9100000000001,3,2011-11-15 09:55:00,25
15583,95.96,1,2010-11-28 15:04:00,376
15584,1268.2,6,2011-11-16 10:55:00,24
15585,455.3,1,2011-06-16 08:38:00,177
15586,1139.1,3,2010-04-26 11:00:00,593
15587,1522.0800000000002,7,2011-10-20 13:37:00,50
15588,579.6,1,2010-01-31 12:19:00,678
15589,478.53000000000003,3,2011-03-29 09:54:00,256
15590,1496.6,5,2010-11-22 14:49:00,382
15591,217.9,3,2010-05-06 09:23:00,583
15592,388.58,1,2011-10-24 08:59:00,47
15593,199.8,1,2011-09-30 11:46:00,71
15594,1771.78,5,2011-11-24 08:53:00,16
15595,357.6,1,2010-08-09 12:27:00,488
15596,2727.72,9,2011-08-31 10:55:00,101
15597,563.37,2,2011-11-04 13:26:00,35
15598,548.02,2,2011-10-17 16:04:00,53
15599,1250.06,3,2011-11-13 11:44:00,27
15600,1199.31,4,2010-10-07 14:30:00,428
15601,14191.74,30,2011-11-28 15:15:00,11
15602,3137.96,16,2011-12-01 14:14:00,8
15603,88.48,2,2011-09-22 10:04:00,79
15604,216.39,1,2011-10-18 14:47:00,52
15605,1741.95,9,2011-11-03 14:17:00,36
15606,5230.99,17,2011-10-09 15:47:00,61
15607,1708.97,9,2011-01-07 12:44:00,337
15608,1785.98,5,2011-11-11 13:20:00,28
15609,298.48,1,2011-06-08 13:00:00,184
15610,112.46000000000001,1,2011-10-19 10:36:00,52
15611,2997.28,26,2011-11-30 12:36:00,10
15612,195.15,2,2011-11-03 14:52:00,36
15613,433.71999999999997,1,2010-04-08 12:51:00,610
15614,3147.36,4,2010-09-28 10:46:00,438
15615,21373.97,47,2011-11-29 14:42:00,10
15616,317.11,1,2010-09-27 13:10:00,438
15617,828.5500000000001,3,2010-11-08 16:07:00,396
15618,776.851,4,2011-11-07 08:34:00,33
15619,336.40000000000003,1,2011-11-29 08:14:00,11
15620,1942.36,4,2011-10-14 12:41:00,57
15621,1293.03,4,2011-12-05 14:01:00,4
15622,7852.61,17,2011-10-27 16:44:00,43
15623,2437.05,8,2011-07-21 17:26:00,141
15624,588.13,4,2011-08-15 11:38:00,117
15625,3236.4,9,2011-08-28 10:21:00,104
15626,1067.52,3,2011-09-26 10:03:00,75
15627,566.9,2,2010-09-08 14:14:00,457
15628,5333.08,17,2011-12-05 10:24:00,5
15629,2240.9,4,2010-09-15 13:46:00,450
15630,1481.4,3,2011-10-25 15:36:00,45
15631,596.67,1,2010-03-07 14:52:00,642
15632,3285.31,8,2011-11-24 09:51:00,16
15633,4335.96,13,2010-07-18 13:54:00,509
15634,554.65,2,2011-11-22 16:28:00,17
15635,100.35,1,2010-11-09 08:58:00,396
15636,1444.58,4,2011-09-11 11:17:00,90
15637,797.59,5,2011-10-18 08:28:00,53
15638,2265.2,6,2010-11-26 11:52:00,379
15639,1065.08,3,2011-07-28 14:30:00,134
15640,23494.31,29,2011-12-05 14:35:00,4
15641,5345.55,12,2011-08-26 14:04:00,105
15642,105.78000000000002,1,2009-12-10 11:51:00,730
15643,664.0,3,2011-06-01 07:38:00,192
15644,803.54,4,2011-06-26 14:54:00,166
15645,1055.17,3,2011-11-21 11:55:00,19
15646,784.8100000000001,5,2011-07-05 09:53:00,158
15647,169.0,1,2010-10-20 15:09:00,415
15648,639.5,2,2011-05-19 15:53:00,204
15649,1660.35,4,2011-01-07 13:34:00,336
15650,553.88,2,2010-07-06 10:41:00,522
15651,1259.06,5,2011-11-03 08:41:00,37
15652,1405.94,5,2011-09-09 14:22:00,91
15653,877.4399999999999,2,2011-09-08 10:49:00,93
15654,922.53,2,2011-11-30 13:08:00,9
15655,560.67,1,2011-04-10 15:25:00,243
15656,748.5,4,2011-10-25 14:56:00,45
15657,30.0,1,2011-11-17 12:19:00,23
15658,2117.27,8,2011-06-02 15:22:00,190
15659,532.49,3,2011-10-27 09:23:00,44
15660,2603.69,15,2011-11-14 16:58:00,25
15661,1215.95,8,2011-01-26 13:56:00,317
15662,283.73,2,2010-02-16 16:47:00,661
15663,138.14,1,2011-08-25 15:50:00,106
15664,1254.03,4,2011-10-20 10:57:00,51
15665,3987.07,5,2011-06-24 14:57:00,168
15666,632.9399999999999,2,2010-08-24 16:14:00,472
15667,301.32,1,2011-10-31 10:56:00,40
15668,76.32000000000001,1,2011-05-06 10:39:00,218
15669,684.34,4,2011-10-30 16:03:00,40
15670,325.2,2,2011-02-16 10:50:00,297
15671,2657.13,7,2011-11-21 12:43:00,19
15672,45.300000000000004,1,2009-12-14 16:52:00,725
15673,6204.32,9,2011-09-12 16:12:00,88
15674,6948.2300000000005,13,2011-09-27 15:17:00,73
15675,542.04,4,2011-09-19 13:48:00,81
15676,3435.76,3,2011-11-21 12:40:00,19
15677,1305.63,3,2011-10-21 15:36:00,49
15678,1825.94,3,2011-10-18 09:25:00,53
15679,781.28,4,2011-11-15 16:19:00,24
15680,4028.69,10,2011-11-30 13:46:00,9
15681,2989.7,14,2011-11-14 16:30:00,25
15682,318.24,2,2010-04-19 15:30:00,599
15683,524.54,2,2011-08-14 12:56:00,117
15684,173.95,3,2010-06-10 18:51:00,547
15685,55.980000000000004,1,2010-09-15 13:43:00,450
15686,90.0,1,2010-10-15 13:50:00,420
15687,2993.1,9,2011-12-01 08:33:00,9
15688,190.57,1,2010-10-17 12:06:00,419
15689,521.03,3,2011-08-12 09:37:00,120
15690,239.76,2,2011-12-05 15:59:00,4
15691,571.3,4,2011-04-01 15:13:00,252
15692,191.04,1,2011-11-11 14:12:00,28
15693,37.5,1,2010-02-18 14:37:00,659
15694,9978.48,24,2011-12-09 09:44:00,1
15695,1131.04,4,2011-03-18 08:32:00,267
15696,3881.2200000000003,13,2011-11-06 14:02:00,33
15697,246.75,1,2010-01-19 09:10:00,690
15698,46.2,1,2010-03-25 17:38:00,624
15699,309.65,1,2011-11-22 08:26:00,18
15700,696.68,2,2011-06-20 16:53:00,172
15701,1529.0,4,2011-12-07 14:39:00,2
15702,140.39000000000001,2,2010-08-20 14:50:00,476
15703,211.5,1,2011-03-20 10:51:00,265
15704,3734.6600000000003,6,2011-07-22 13:35:00,140
15705,143.1,1,2011-05-22 15:37:00,201
15706,1060.56,4,2011-10-07 10:09:00,64
15707,916.98,4,2011-11-04 14:35:00,35
15708,3887.15,9,2011-10-30 10:54:00,41
15709,327.85,2,2011-03-01 10:38:00,284
15710,898.87,1,2010-10-18 17:05:00,417
15711,420.25,2,2010-06-01 12:14:00,557
15712,3472.4100000000003,12,2011-11-30 14:09:00,9
15713,839.64,4,2011-07-19 13:34:00,143
15714,783.96,5,2011-11-28 11:26:00,12
15715,658.02,5,2010-06-02 09:56:00,556
15716,2485.26,11,2011-07-17 11:59:00,146
15717,607.0,5,2011-04-19 13:21:00,234
15718,293.79,1,2010-06-17 16:20:00,540
15719,10195.97,31,2011-11-07 12:29:00,33
15720,739.22,2,2011-11-15 14:48:00,24
15721,471.40000000000003,1,2011-11-28 12:14:00,12
15722,5234.0,11,2011-11-04 11:43:00,36
15723,930.7,4,2010-12-10 11:12:00,365
15724,310.85,3,2011-05-22 14:40:00,201
15725,415.25,1,2011-11-24 14:51:00,15
15726,321.91,1,2010-11-14 16:12:00,390
15727,9371.71,15,2011-11-23 12:36:00,17
15728,544.6,2,2010-11-25 10:39:00,380
15729,192.55,3,2011-05-11 12:36:00,213
15730,1726.58,5,2011-10-05 12:31:00,66
15731,125.3,1,2010-06-04 10:10:00,554
15732,1543.97,10,2011-05-11 14:24:00,212
15733,162.3,1,2011-03-02 09:05:00,283
15734,2263.3,4,2011-08-17 10:50:00,115
15735,327.68,1,2010-10-14 13:38:00,421
15736,1767.12,2,2010-09-30 14:20:00,435
15737,1188.1200000000001,8,2011-11-25 11:21:00,15
15738,13043.32,41,2011-11-21 08:26:00,19
15739,449.12,1,2011-10-04 13:42:00,66
15740,154.88,1,2011-10-21 14:29:00,49
15741,208.62,2,2010-09-07 16:21:00,458
15742,156.87,1,2010-03-30 15:25:00,619
15743,775.96,4,2011-11-23 17:19:00,16
15744,34.8,1,2011-09-23 09:52:00,78
15745,1094.59,4,2011-11-20 13:45:00,19
15746,196.88,1,2011-07-28 15:21:00,134
15747,2499.81,9,2011-11-27 12:26:00,13
15748,609.8100000000001,3,2011-10-30 12:51:00,40
15749,44534.3,3,2011-04-18 13:20:00,235
15750,6452.991,18,2011-12-07 12:34:00,3
15751,1380.44,11,2010-09-05 12:44:00,461
15752,3924.91,9,2011-10-31 11:37:00,40
15753,79.2,1,2011-02-08 12:41:00,305
15754,3037.61,9,2011-10-19 14:40:00,51
15755,5993.12,17,2011-11-29 14:57:00,10
15756,528.01,4,2011-10-09 13:30:00,61
15757,2940.36,6,2011-10-05 12:14:00,66
15758,205.25,1,2011-11-15 10:48:00,25
15759,830.9300000000001,7,2011-05-05 15:13:00,218
15760,13916.34,2,2010-03-19 11:45:00,631
15761,143.05,1,2010-09-23 09:33:00,443
15762,583.75,2,2011-10-05 16:15:00,65
15763,1086.92,2,2011-11-08 09:44:00,32
15764,4503.08,8,2011-09-12 17:58:00,88
15765,370.63,1,2010-02-11 10:25:00,667
15766,831.06,3,2011-10-06 17:03:00,64
15768,15308.89,34,2011-08-16 10:48:00,116
15769,88612.52,46,2011-12-02 13:52:00,7
15770,321.45,1,2010-04-06 11:47:00,613
15771,1006.54,3,2010-04-14 13:56:00,604
15772,280.88,1,2010-10-17 13:33:00,418
15773,774.52,2,2011-12-04 12:48:00,6
15774,1288.34,6,2011-10-02 12:04:00,69
15775,150.5,2,2011-04-08 12:56:00,245
15776,241.62,1,2011-07-29 13:46:00,133
15777,1762.61,7,2011-04-12 16:43:00,241
15778,307.95,1,2010-10-04 15:10:00,431
15779,124.08000000000001,2,2010-09-02 16:40:00,463
15780,475.28000000000003,3,2011-06-09 12:01:00,184
15781,345.46,3,2011-11-14 14:57:00,25
15782,4014.1,4,2011-11-30 10:49:00,10
15783,246.3,1,2011-11-29 09:50:00,11
15784,848.3299999999999,2,2010-08-29 10:38:00,468
15785,5969.93,16,2011-11-07 11:33:00,33
15786,8501.62,5,2011-10-24 14:13:00,46
15787,933.26,3,2011-11-13 14:55:00,26
15788,221.82999999999998,1,2010-07-19 12:48:00,509
15789,1962.01,6,2010-12-16 14:35:00,358
15790,218.75,1,2011-11-29 14:53:00,10
15791,3608.34,5,2011-10-27 10:14:00,44
15792,933.84,2,2010-11-05 08:21:00,400
15793,2399.57,8,2011-11-25 09:31:00,15
15794,777.0,2,2009-12-03 13:04:00,736
15795,1979.8700000000001,8,2011-07-13 10:43:00,150
15796,5171.63,17,2011-12-08 19:55:00,1
15797,2821.08,6,2011-08-18 17:04:00,113
15798,1535.37,3,2010-08-04 09:13:00,493
15799,1421.34,4,2011-09-25 12:46:00,76
15800,1227.07,7,2011-08-24 14:23:00,107
15801,1063.95,3,2011-10-24 13:52:00,46
15802,451.42,1,2011-07-20 11:38:00,143
15803,1929.66,4,2011-10-19 14:56:00,51
15804,4206.39,13,2011-12-09 12:31:00,1
15805,10148.93,30,2011-11-16 16:32:00,23
15806,784.58,3,2011-10-24 14:35:00,46
15807,1817.52,5,2011-10-20 14:10:00,50
15808,17180.25,21,2011-02-06 14:33:00,306
15809,1274.44,7,2011-11-03 16:40:00,36
15810,2999.04,8,2011-09-22 09:38:00,79
15811,3486.15,7,2011-11-17 15:31:00,22
15812,5201.47,12,2011-08-24 14:19:00,107
15813,1303.9099999999999,2,2011-05-16 08:13:00,208
15814,2634.44,6,2011-11-23 08:17:00,17
15815,2100.6,5,2011-10-07 12:42:00,64
15816,144.14999999999998,2,2010-06-15 13:36:00,542
15817,2766.4,3,2010-10-15 11:07:00,421
15818,340.5,1,2010-04-30 12:58:00,588
15819,3934.79,10,2011-10-21 14:50:00,49
15820,206.98,1,2011-01-24 12:00:00,320
15821,570.96,2,2011-10-26 15:48:00,44
15822,1840.06,6,2011-12-06 14:50:00,3
15823,3882.17,3,2010-12-02 15:08:00,372
15824,890.94,2,2010-09-12 13:20:00,453
15825,532.94,1,2011-06-20 13:27:00,172
15826,2598.28,4,2011-10-14 16:05:00,56
15827,3603.14,28,2011-09-27 15:35:00,73
15828,1108.82,1,2010-11-29 16:41:00,375
15829,636.14,2,2011-09-01 16:45:00,99
15830,576.0,1,2011-11-02 10:40:00,38
15831,794.64,3,2011-10-12 13:14:00,58
15832,836.79,1,2011-03-30 15:29:00,254
15833,80.4,1,2009-12-02 11:59:00,738
15834,3764.39,7,2011-09-30 14:41:00,70
15835,954.09,4,2011-10-26 15:47:00,44
15836,137.37,1,2011-10-20 17:13:00,50
15837,777.01,2,2011-10-06 09:01:00,65
15838,73205.5,34,2011-11-28 14:00:00,11
15839,1048.49,3,2011-11-06 13:54:00,33
15840,355.56,2,2011-10-12 09:08:00,59
15841,2742.41,9,2011-09-28 12:15:00,73
15842,548.8,2,2010-11-11 14:08:00,393
15843,118.95000000000002,1,2011-02-09 10:19:00,304
15844,130.73999999999998,1,2011-10-24 15:19:00,46
15845,4426.28,11,2011-11-22 09:42:00,18
15846,107.01,1,2010-11-19 14:40:00,385
15847,822.57,5,2011-11-01 14:41:00,38
15848,137.99,1,2010-03-28 10:54:00,622
15850,1006.75,6,2011-11-20 14:14:00,19
15851,109.73,1,2010-07-01 12:34:00,527
15852,257.26,3,2011-06-06 11:22:00,187
15853,110.8,1,2011-10-19 10:38:00,52
15854,5578.28,21,2011-12-05 13:39:00,4
15855,1052.72,6,2011-07-26 10:20:00,137
15856,32275.95,52,2011-12-05 17:09:00,4
15857,570.48,2,2011-11-21 12:18:00,19
15858,3552.41,13,2011-11-24 12:48:00,16
15859,438.46,1,2010-10-03 12:52:00,432
15860,2361.3,17,2011-10-30 11:25:00,41
15861,4369.2,12,2011-11-27 15:59:00,12
15862,2512.29,13,2011-12-01 13:28:00,8
15863,355.1,5,2011-11-14 12:49:00,26
15864,2180.76,7,2011-11-17 13:32:00,22
15865,2241.42,5,2011-10-30 12:43:00,41
15866,211.89,1,2011-08-30 14:09:00,101
15867,8923.3,31,2011-12-04 13:32:00,5
15868,94.53,1,2010-05-05 14:11:00,583
15869,321.11,3,2011-03-07 17:23:00,277
15870,857.46,4,2011-11-07 10:58:00,33
15871,33.099999999999994,1,2010-09-28 14:16:00,437
15872,729.25,4,2011-11-25 11:55:00,15
15873,313.91999999999996,4,2010-07-28 12:41:00,500
15874,11284.76,21,2011-10-07 12:31:00,64
15875,108.52,1,2010-03-03 16:51:00,646
15876,1449.1399999999999,2,2010-10-26 18:58:00,409
15877,490.33,2,2011-12-08 11:53:00,2
15878,330.77,2,2010-05-27 12:17:00,562
15879,1137.8,4,2010-10-31 16:21:00,404
15880,329.03000000000003,1,2010-12-05 13:00:00,369
15881,501.39000000000004,5,2011-01-31 16:59:00,312
15882,1124.66,8,2011-05-25 11:35:00,199
15883,396.48,2,2011-12-07 17:05:00,2
15884,244.60000000000002,2,2010-10-03 15:55:00,432
15885,1951.82,15,2011-09-08 10:43:00,93
15886,1052.8700000000001,4,2011-10-10 14:25:00,60
15887,1027.15,3,2010-10-29 08:36:00,407
15888,429.16,3,2011-09-20 12:30:00,81
15889,1427.6,8,2011-07-06 11:10:00,157
15890,535.65,5,2010-11-10 12:46:00,395
15891,511.68,1,2011-04-27 12:35:00,227
15892,128.2,1,2010-02-08 16:23:00,669
15893,305.28000000000003,1,2010-08-15 11:12:00,482
15894,258.25,2,2011-03-31 13:50:00,253
15895,179.17,1,2011-07-13 10:27:00,150
15897,208.59,2,2011-05-29 13:50:00,194
